set,index,k,QQ,xB,t,phi,F,sigmaF,errF,F1,F2,ReH,ReE,ReHtilde,dvcs
51,1,10.992,7.04,0.494,-0.43254,22.5,0.00197,0.0001,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,2,10.992,7.04,0.494,-0.43254,37.5,0.00216,0.0001,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,3,10.992,7.04,0.494,-0.43254,52.5,0.00184,9e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,4,10.992,7.04,0.494,-0.43254,67.5,0.00196,9e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,5,10.992,7.04,0.494,-0.43254,82.5,0.00162,8e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,6,10.992,7.04,0.494,-0.43254,97.5,0.00162,8e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,7,10.992,7.04,0.494,-0.43254,112.5,0.00142,8e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,8,10.992,7.04,0.494,-0.43254,127.5,0.00148,7e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,9,10.992,7.04,0.494,-0.43254,142.5,0.00141,7e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,10,10.992,7.04,0.494,-0.43254,157.5,0.00128,7e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,11,10.992,7.04,0.494,-0.43254,172.5,0.00139,7e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,12,10.992,7.04,0.494,-0.43254,187.5,0.00123,7e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,13,10.992,7.04,0.494,-0.43254,202.5,0.00144,7e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,14,10.992,7.04,0.494,-0.43254,217.5,0.00144,7e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,15,10.992,7.04,0.494,-0.43254,232.5,0.00141,7e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,16,10.992,7.04,0.494,-0.43254,247.5,0.00139,8e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,17,10.992,7.04,0.494,-0.43254,262.5,0.00165,8e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,18,10.992,7.04,0.494,-0.43254,277.5,0.00179,8e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,19,10.992,7.04,0.494,-0.43254,292.5,0.00185,9e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,20,10.992,7.04,0.494,-0.43254,307.5,0.00191,9e-05,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,21,10.992,7.04,0.494,-0.43254,322.5,0.00215,0.0001,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,22,10.992,7.04,0.494,-0.43254,337.5,0.00212,0.0001,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
51,23,10.992,7.04,0.494,-0.43254,352.5,0.00213,0.0001,0.05,0.4519,0.6199,-1.96287,1.64195,0.75657,0.00033
52,0,10.992,7.09,0.498,-0.52556,7.5,0.0019,9e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,1,10.992,7.09,0.498,-0.52556,22.5,0.00181,9e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,2,10.992,7.09,0.498,-0.52556,37.5,0.00162,8e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,3,10.992,7.09,0.498,-0.52556,52.5,0.00165,7e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,4,10.992,7.09,0.498,-0.52556,67.5,0.00131,7e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,5,10.992,7.09,0.498,-0.52556,82.5,0.00124,6e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,6,10.992,7.09,0.498,-0.52556,97.5,0.00115,6e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,7,10.992,7.09,0.498,-0.52556,112.5,0.00103,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,8,10.992,7.09,0.498,-0.52556,127.5,0.00111,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,9,10.992,7.09,0.498,-0.52556,142.5,0.00099,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,10,10.992,7.09,0.498,-0.52556,157.5,0.00098,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,11,10.992,7.09,0.498,-0.52556,172.5,0.00094,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,12,10.992,7.09,0.498,-0.52556,187.5,0.00089,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,13,10.992,7.09,0.498,-0.52556,202.5,0.00092,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,14,10.992,7.09,0.498,-0.52556,217.5,0.00096,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,15,10.992,7.09,0.498,-0.52556,232.5,0.00107,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,16,10.992,7.09,0.498,-0.52556,247.5,0.00101,5e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,17,10.992,7.09,0.498,-0.52556,262.5,0.0011,6e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,18,10.992,7.09,0.498,-0.52556,277.5,0.00128,6e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,19,10.992,7.09,0.498,-0.52556,292.5,0.00125,7e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,20,10.992,7.09,0.498,-0.52556,307.5,0.00148,7e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,21,10.992,7.09,0.498,-0.52556,322.5,0.0015,8e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,22,10.992,7.09,0.498,-0.52556,337.5,0.00169,9e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
52,23,10.992,7.09,0.498,-0.52556,352.5,0.00189,9e-05,0.05,0.39981,0.52347,-1.87522,1.49094,0.62831,0.00029
53,0,10.992,7.12,0.499,-0.61292,7.5,0.00158,8e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,1,10.992,7.12,0.499,-0.61292,22.5,0.00148,7e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,2,10.992,7.12,0.499,-0.61292,37.5,0.00137,7e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,3,10.992,7.12,0.499,-0.61292,52.5,0.00121,6e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,4,10.992,7.12,0.499,-0.61292,67.5,0.001,5e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,5,10.992,7.12,0.499,-0.61292,82.5,0.00095,5e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,6,10.992,7.12,0.499,-0.61292,97.5,0.00083,4e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,7,10.992,7.12,0.499,-0.61292,112.5,0.00082,4e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,8,10.992,7.12,0.499,-0.61292,127.5,0.00074,4e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,9,10.992,7.12,0.499,-0.61292,142.5,0.00069,4e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,10,10.992,7.12,0.499,-0.61292,157.5,0.00065,3e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,11,10.992,7.12,0.499,-0.61292,172.5,0.00068,3e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,12,10.992,7.12,0.499,-0.61292,187.5,0.00061,3e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,13,10.992,7.12,0.499,-0.61292,202.5,0.00071,3e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,14,10.992,7.12,0.499,-0.61292,217.5,0.00068,4e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,15,10.992,7.12,0.499,-0.61292,232.5,0.00071,4e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,16,10.992,7.12,0.499,-0.61292,247.5,0.00076,4e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,17,10.992,7.12,0.499,-0.61292,262.5,0.00084,4e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,18,10.992,7.12,0.499,-0.61292,277.5,0.00103,5e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,19,10.992,7.12,0.499,-0.61292,292.5,0.00121,5e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,20,10.992,7.12,0.499,-0.61292,307.5,0.00119,6e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,21,10.992,7.12,0.499,-0.61292,322.5,0.00133,7e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,22,10.992,7.12,0.499,-0.61292,337.5,0.00149,7e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
53,23,10.992,7.12,0.499,-0.61292,352.5,0.00151,8e-05,0.05,0.35921,0.45187,-1.79912,1.36732,0.5265,0.00026
54,0,10.992,7.11,0.499,-0.69787,7.5,0.0014,7e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,1,10.992,7.11,0.499,-0.69787,22.5,0.00122,6e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,2,10.992,7.11,0.499,-0.69787,37.5,0.00104,6e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,3,10.992,7.11,0.499,-0.69787,52.5,0.00098,5e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,4,10.992,7.11,0.499,-0.69787,67.5,0.00088,4e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,5,10.992,7.11,0.499,-0.69787,82.5,0.00079,4e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,6,10.992,7.11,0.499,-0.69787,97.5,0.00068,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,7,10.992,7.11,0.499,-0.69787,112.5,0.00055,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,8,10.992,7.11,0.499,-0.69787,127.5,0.00062,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,9,10.992,7.11,0.499,-0.69787,142.5,0.00058,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,10,10.992,7.11,0.499,-0.69787,157.5,0.00057,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,11,10.992,7.11,0.499,-0.69787,172.5,0.00057,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,12,10.992,7.11,0.499,-0.69787,187.5,0.00055,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,13,10.992,7.11,0.499,-0.69787,202.5,0.00059,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,14,10.992,7.11,0.499,-0.69787,217.5,0.00062,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,15,10.992,7.11,0.499,-0.69787,232.5,0.00056,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,16,10.992,7.11,0.499,-0.69787,247.5,0.00067,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,17,10.992,7.11,0.499,-0.69787,262.5,0.0007,3e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,18,10.992,7.11,0.499,-0.69787,277.5,0.00081,4e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,19,10.992,7.11,0.499,-0.69787,292.5,0.0008,4e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,20,10.992,7.11,0.499,-0.69787,307.5,0.00096,5e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,21,10.992,7.11,0.499,-0.69787,322.5,0.00112,6e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,22,10.992,7.11,0.499,-0.69787,337.5,0.00113,6e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
54,23,10.992,7.11,0.499,-0.69787,352.5,0.00139,7e-05,0.05,0.32569,0.3953,-1.72795,1.26128,0.44149,0.00023
55,0,10.992,7.1,0.498,-0.8556,7.5,0.00107,5e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,1,10.992,7.1,0.498,-0.8556,22.5,0.00098,5e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,2,10.992,7.1,0.498,-0.8556,37.5,0.00082,4e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,3,10.992,7.1,0.498,-0.8556,52.5,0.0007,4e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,4,10.992,7.1,0.498,-0.8556,67.5,0.00064,3e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,5,10.992,7.1,0.498,-0.8556,82.5,0.00056,3e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,6,10.992,7.1,0.498,-0.8556,97.5,0.00043,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,7,10.992,7.1,0.498,-0.8556,112.5,0.00045,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,8,10.992,7.1,0.498,-0.8556,127.5,0.00038,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,9,10.992,7.1,0.498,-0.8556,142.5,0.00043,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,10,10.992,7.1,0.498,-0.8556,157.5,0.00036,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,11,10.992,7.1,0.498,-0.8556,172.5,0.00039,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,12,10.992,7.1,0.498,-0.8556,187.5,0.00036,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,13,10.992,7.1,0.498,-0.8556,202.5,0.00043,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,14,10.992,7.1,0.498,-0.8556,217.5,0.00037,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,15,10.992,7.1,0.498,-0.8556,232.5,0.00043,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,16,10.992,7.1,0.498,-0.8556,247.5,0.00041,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,17,10.992,7.1,0.498,-0.8556,262.5,0.00051,2e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,18,10.992,7.1,0.498,-0.8556,277.5,0.00056,3e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,19,10.992,7.1,0.498,-0.8556,292.5,0.0006,3e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,20,10.992,7.1,0.498,-0.8556,307.5,0.00071,4e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,21,10.992,7.1,0.498,-0.8556,322.5,0.00086,4e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,22,10.992,7.1,0.498,-0.8556,337.5,0.001,5e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
55,23,10.992,7.1,0.498,-0.8556,352.5,0.00096,5e-05,0.05,0.27515,0.31472,-1.60191,1.09458,0.31266,0.0002
56,0,8.521,5.6,0.61,-0.76451,7.5,0.00087,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,1,8.521,5.6,0.61,-0.76451,22.5,0.0008,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,2,8.521,5.6,0.61,-0.76451,37.5,0.00073,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,3,8.521,5.6,0.61,-0.76451,52.5,0.0008,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,4,8.521,5.6,0.61,-0.76451,67.5,0.00073,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,5,8.521,5.6,0.61,-0.76451,82.5,0.00077,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,6,8.521,5.6,0.61,-0.76451,97.5,0.00074,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,7,8.521,5.6,0.61,-0.76451,112.5,0.00067,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,8,8.521,5.6,0.61,-0.76451,127.5,0.00065,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,9,8.521,5.6,0.61,-0.76451,142.5,0.00061,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,10,8.521,5.6,0.61,-0.76451,157.5,0.00069,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,11,8.521,5.6,0.61,-0.76451,172.5,0.00063,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,12,8.521,5.6,0.61,-0.76451,187.5,0.00061,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,13,8.521,5.6,0.61,-0.76451,202.5,0.00062,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,14,8.521,5.6,0.61,-0.76451,217.5,0.00067,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,15,8.521,5.6,0.61,-0.76451,232.5,0.00067,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,16,8.521,5.6,0.61,-0.76451,247.5,0.00072,3e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,17,8.521,5.6,0.61,-0.76451,262.5,0.00072,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,18,8.521,5.6,0.61,-0.76451,277.5,0.00076,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,19,8.521,5.6,0.61,-0.76451,292.5,0.00076,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,20,8.521,5.6,0.61,-0.76451,307.5,0.00075,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,21,8.521,5.6,0.61,-0.76451,322.5,0.00086,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,22,8.521,5.6,0.61,-0.76451,337.5,0.0008,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
56,23,8.521,5.6,0.61,-0.76451,352.5,0.00084,4e-05,0.05,0.30271,0.35794,-1.41559,1.1865,0.46836,0.00044
57,0,8.521,5.62,0.612,-0.9042,7.5,0.00074,4e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,1,8.521,5.62,0.612,-0.9042,22.5,0.00074,4e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,2,8.521,5.62,0.612,-0.9042,37.5,0.00072,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,3,8.521,5.62,0.612,-0.9042,52.5,0.00066,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,4,8.521,5.62,0.612,-0.9042,67.5,0.0006,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,5,8.521,5.62,0.612,-0.9042,82.5,0.00058,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,6,8.521,5.62,0.612,-0.9042,97.5,0.00058,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,7,8.521,5.62,0.612,-0.9042,112.5,0.00052,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,8,8.521,5.62,0.612,-0.9042,127.5,0.00055,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,9,8.521,5.62,0.612,-0.9042,142.5,0.00052,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,10,8.521,5.62,0.612,-0.9042,157.5,0.00054,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,11,8.521,5.62,0.612,-0.9042,172.5,0.0005,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,12,8.521,5.62,0.612,-0.9042,187.5,0.00051,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,13,8.521,5.62,0.612,-0.9042,202.5,0.00049,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,14,8.521,5.62,0.612,-0.9042,217.5,0.0005,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,15,8.521,5.62,0.612,-0.9042,232.5,0.00051,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,16,8.521,5.62,0.612,-0.9042,247.5,0.00048,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,17,8.521,5.62,0.612,-0.9042,262.5,0.00059,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,18,8.521,5.62,0.612,-0.9042,277.5,0.00057,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,19,8.521,5.62,0.612,-0.9042,292.5,0.00059,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,20,8.521,5.62,0.612,-0.9042,307.5,0.00065,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,21,8.521,5.62,0.612,-0.9042,322.5,0.00067,3e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,22,8.521,5.62,0.612,-0.9042,337.5,0.00076,4e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
57,23,8.521,5.62,0.612,-0.9042,352.5,0.00071,4e-05,0.05,0.26199,0.29473,-1.32309,1.04985,0.37746,0.00039
58,0,8.521,5.64,0.615,-1.0482,7.5,0.00065,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,1,8.521,5.64,0.615,-1.0482,22.5,0.00063,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,2,8.521,5.64,0.615,-1.0482,37.5,0.00057,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,3,8.521,5.64,0.615,-1.0482,52.5,0.00054,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,4,8.521,5.64,0.615,-1.0482,67.5,0.00053,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,5,8.521,5.64,0.615,-1.0482,82.5,0.00048,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,6,8.521,5.64,0.615,-1.0482,97.5,0.00048,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,7,8.521,5.64,0.615,-1.0482,112.5,0.00043,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,8,8.521,5.64,0.615,-1.0482,127.5,0.00042,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,9,8.521,5.64,0.615,-1.0482,142.5,0.00041,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,10,8.521,5.64,0.615,-1.0482,157.5,0.00043,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,11,8.521,5.64,0.615,-1.0482,172.5,0.00045,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,12,8.521,5.64,0.615,-1.0482,187.5,0.00042,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,13,8.521,5.64,0.615,-1.0482,202.5,0.00044,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,14,8.521,5.64,0.615,-1.0482,217.5,0.0004,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,15,8.521,5.64,0.615,-1.0482,232.5,0.00043,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,16,8.521,5.64,0.615,-1.0482,247.5,0.00047,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,17,8.521,5.64,0.615,-1.0482,262.5,0.00047,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,18,8.521,5.64,0.615,-1.0482,277.5,0.00048,2e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,19,8.521,5.64,0.615,-1.0482,292.5,0.00055,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,20,8.521,5.64,0.615,-1.0482,307.5,0.00056,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,21,8.521,5.64,0.615,-1.0482,322.5,0.00055,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,22,8.521,5.64,0.615,-1.0482,337.5,0.00056,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
58,23,8.521,5.64,0.615,-1.0482,352.5,0.00065,3e-05,0.05,0.2282,0.24529,-1.23389,0.93229,0.30212,0.00034
59,0,8.521,5.65,0.617,-1.18956,7.5,0.0006,3e-05,0.05,0.20106,0.20764,-1.1558,0.83509,0.24078,0.00031
59,1,8.521,5.65,0.617,-1.18956,22.5,0.00055,3e-05,0.05,0.20106,0.20764,-1.1558,0.83509,0.24078,0.00031
59,2,8.521,5.65,0.617,-1.18956,37.5,0.00051,2e-05,0.05,0.20106,0.20764,-1.1558,0.83509,0.24078,0.00031
59,3,8.521,5.65,0.617,-1.18956,52.5,0.00048,2e-05,0.05,0.20106,0.20764,-1.1558,0.83509,0.24078,0.00031
59,4,8.521,5.65,0.617,-1.18956,67.5,0.00043,2e-05,0.05,0.20106,0.20764,-1.1558,0.83509,0.24078,0.00031
